vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,cpuLatestTotalMaxPct,cpuLatestTotalAvgPct,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious,portTotalBandwidthMBPS,totalsGt32msPct
267,273,1.4922728E7,1.4925262E7,1,1,36.31286643567047,6.30322265625,0,0,6.30322265625,117.40772905158548,0.01
267,267,1.165455E7,1.1653986E7,1,1,49.27455524144601,6.30322265625,0,0,6.30322265625,49.651771523095114,0.02
267,267,1.2502272E7,1.2501702E7,1,1,47.0143340719542,6.30322265625,0,0,6.30322265625,50.24016545630065,0.01
267,267,1.161977E7,1.1620934E7,11,5,24.231214368268528,6.30322265625,0,0,6.30322265625,23.660321829280008,0.01
267,267,1.4752952E7,1.4751316E7,21,7,50.737017768704035,6.30322265625,0,0,6.30322265625,74.51529989724749,0.02
267,267,0.0,0.0,21,7,0,6.30322265625,0,0,6.30322265625,0,0
267,267,1.5794838E7,1.5796332E7,12,7,28.09190309289299,6.30322265625,0,0,6.30322265625,93.96733772869749,0.02
267,267,1.080751E7,1.0804352E7,1,1,37.298770951683075,6.30322265625,0,0,6.30322265625,42.11443055577895,0.01
267,267,1.2971692E7,1.2974632E7,1,1,33.076836754372124,6.30322265625,0,0,6.30322265625,31.119548386813207,0.01
267,267,1.0514718E7,1.0515554E7,3,1,20.50417364394457,6.30322265625,0,0,6.30322265625,15.448117590614247,0.01
267,267,1.32748E7,1.3269338E7,19,7,38.26299516157718,6.30322265625,0,0,6.30322265625,33.24640271774655,0.01
267,267,0.0,0.0,19,7,0,6.30322265625,0,0,6.30322265625,0,0
267,267,1.7979756E7,1.7979378E7,18,6,35.80391900339819,6.30322265625,0,0,6.30322265625,140.77246598980472,0.02
267,267,1.2468098E7,1.2473672E7,4,1,51.54622380412057,6.30322265625,0,0,6.30322265625,80.76711577512904,0.02
267,267,1.050322E7,1.050132E7,4,1,37.50783726801836,6.30322265625,0,0,6.30322265625,30.692375653167378,0.01
267,267,1.054758E7,1.0549546E7,16,5,35.02223145662114,6.30322265625,0,0,6.30322265625,33.93200731649196,0.01
270,267,1.3088626E7,1.3087248E7,4,2,56.29224128571074,6.30322265625,0,0,6.30322265625,86.98125619249905,0.09
267,270,1.5278032E7,1.5278936E7,10,3,29.31496221975921,6.30322265625,0,0,6.30322265625,89.02670812437496,0.01
267,267,0.0,0.0,10,3,0,6.30322265625,0,0,6.30322265625,0,0
267,267,1.3187022E7,1.3181782E7,10,4,36.004679796812894,6.30322265625,0,0,6.30322265625,36.61039792279101,0.01
267,267,1.3093564E7,1.3099394E7,1,1,27.095346421912904,6.30322265625,0,0,6.30322265625,23.80533605980729,0.01
267,267,1.3069072E7,1.3053938E7,0,0,40.351107172431,6.30322265625,0,0,6.30322265625,33.99237240280454,0.11
282,267,1.9926628E7,1.9935442E7,4,2,65.02938441417669,6.30322265625,0,0,6.30322265625,145.7871158851294,0.18
267,282,1.4381606E7,1.4386558E7,15,5,35.228223736916206,6.30322265625,0,0,6.30322265625,110.5591947251035,0.01
267,267,0.0,0.0,15,5,0,6.30322265625,0,0,6.30322265625,0,0
