vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,cpuLatestTotalMaxPct,cpuLatestTotalAvgPct,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious,portTotalBandwidthMBPS,totalsGt32msPct
69,69,3.39978434E8,3.39975262E8,5,5,93.19829372944658,12.69642333984375,0,0,12.69642333984375,435.44029562091754,0.000
69,69,0.0,0.0,5,5,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.46711874E8,2.4669726E8,26,19,105.4990416073142,12.69642333984375,0,0,12.69642333984375,415.618541784845,0.000
69,69,0.0,0.0,26,19,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.11398704E8,3.11419204E8,15,11,100.32994530771246,12.69642333984375,0,0,12.69642333984375,416.9848165273191,0.000
69,69,0.0,0.0,15,11,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.64537358E8,3.64535056E8,12,9,89.03206969846572,12.69642333984375,0,0,12.69642333984375,432.34454266121656,0.001
69,69,0.0,0.0,12,9,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.56007132E8,3.56006514E8,48,28,90.96724070361093,12.69642333984375,0,0,12.69642333984375,428.6158367950872,0.000
69,69,0.0,0.0,48,28,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.64252776E8,3.64255262E8,8,7,90.05419887163102,12.69642333984375,0,0,12.69642333984375,437.0506142256807,0.000
69,69,0.0,0.0,8,7,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.8135524E8,2.81329426E8,22,17,93.62824225551766,12.69642333984375,0,0,12.69642333984375,279.7104233050645,0.02
69,69,0.0,0.0,22,17,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.33407134E8,3.33418694E8,29,19,93.97192478129742,12.69642333984375,0,0,12.69642333984375,430.46240659847786,0.001
69,69,0.0,0.0,29,19,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.49974832E8,2.49970952E8,37,23,101.81276119572641,12.69642333984375,0,0,12.69642333984375,415.2924943855835,0.000
69,69,0.0,0.0,37,23,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.57462214E8,2.5741025E8,26,19,102.88616214479507,12.69642333984375,0,0,12.69642333984375,413.3541988305036,0.000
69,69,0.0,0.0,26,19,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,4.75865694E8,4.75909062E8,24,16,84.00951247761581,12.69642333984375,0,0,12.69642333984375,407.8335942714552,0.02
69,69,0.0,0.0,24,16,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.5982215E8,3.59828164E8,24,19,84.04042584541172,12.69642333984375,0,0,12.69642333984375,391.71818854874294,0.001
69,69,0.0,0.0,24,19,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,0.0,0.0,24,19,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.50632124E8,3.50635672E8,31,25,91.2037392276922,12.69642333984375,0,0,12.69642333984375,425.659838072817,0.001
69,69,0.0,0.0,31,25,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.5176493E8,3.51757248E8,37,25,90.88235479151616,12.69642333984375,0,0,12.69642333984375,421.95555164262237,0.001
69,69,0.0,0.0,37,25,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.97637422E8,2.97631244E8,10,8,97.44605914517903,12.69642333984375,0,0,12.69642333984375,423.16475357446876,0.005
69,69,0.0,0.0,10,8,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.71363366E8,2.71371024E8,33,21,98.50673642437727,12.69642333984375,0,0,12.69642333984375,413.57927106219125,0.000
69,69,0.0,0.0,33,21,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,2.40212658E8,2.40193018E8,27,23,105.63793350609639,12.69642333984375,0,0,12.69642333984375,415.3736525173244,0.000
69,69,0.0,0.0,27,23,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.86935684E8,3.86950628E8,38,26,87.13348117557072,12.69642333984375,0,0,12.69642333984375,430.201794018332,0.002
69,69,0.0,0.0,38,26,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.75856112E8,3.75856414E8,26,20,88.75629105478279,12.69642333984375,0,0,12.69642333984375,432.49319671789414,0.001
69,69,0.0,0.0,26,20,0,12.69642333984375,0,0,12.69642333984375,0,0
69,69,3.533184E8,3.53317202E8,34,22,91.08046726634525,12.69642333984375,0,0,12.69642333984375,426.7330413906317,0.001
69,69,0.0,0.0,34,22,0,12.69642333984375,0,0,12.69642333984375,0,0
72,69,3.4542895E8,3.45360642E8,38,26,91.94643645746275,12.69642333984375,0,0,12.69642333984375,426.90199977712524,0.001
72,72,0.0,0.0,38,26,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,3.38989782E8,3.3899846E8,14,10,92.1554623860406,12.69642333984375,0,0,12.69642333984375,430.8863503190701,0.04
72,72,0.0,0.0,14,10,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,3.07936266E8,3.08003676E8,34,21,101.40249749230443,12.69642333984375,0,0,12.69642333984375,412.0621740436542,0.000
72,72,0.0,0.0,34,21,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,2.9427519E8,2.9427076E8,36,24,97.52635557464569,12.69642333984375,0,0,12.69642333984375,418.0929407373054,0.001
72,72,0.0,0.0,36,24,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,3.50861488E8,3.50868782E8,40,26,88.86886634046031,12.69642333984375,0,0,12.69642333984375,418.2776933070448,0.001
72,72,0.0,0.0,40,26,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,6.2540794E8,6.25407312E8,9,7,90.1658707383093,12.69642333984375,0,0,12.69642333984375,423.67282478891894,0.001
72,72,0.0,0.0,9,7,0,12.69642333984375,0,0,12.69642333984375,0,0
72,72,8.8259286E7,8.8235676E7,48,32,83.81464892730096,12.69642333984375,0,0,12.69642333984375,436.3731558971148,0.001
