vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,cpuLatestTotalMaxPct,cpuLatestTotalAvgPct,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious,portTotalBandwidthMBPS,totalsGt32msPct
3,3,61222.0,61214.0,0,0,4.344321695257316,0,0,0,0,0.02099095724632308,0
3,3,61076.0,61084.0,0,0,3.9391084866794834,0,0,0,0,0.013989137175861832,0
3,3,61142.0,61130.0,0,0,3.929928297755884,0,0,0,0,0.014003809698888873,0
3,3,61206.0,61222.0,0,0,4.342643471252015,0,0,0,0,0.021012757509770972,0
3,3,61250.0,61238.0,0,0,3.9239755418463718,0,0,0,0,0.014015157509314173,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61116.0,61116.0,0,0,3.93139915667269,0,0,0,0,0.014008968586407355,0
3,3,61206.0,61196.0,0,0,4.548143678778757,0,0,0,0,0.022017427948640873,0
3,3,61214.0,61230.0,0,0,3.922889337553203,0,0,0,0,0.014026694392403376,0
3,3,61194.0,61196.0,0,0,4.344262679329157,0,0,0,0,0.02097546342880729,0
3,3,61208.0,61202.0,0,0,3.924624640477664,0,0,0,0,0.014019961705342471,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61074.0,61080.0,0,0,3.9318295689009806,0,0,0,0,0.01400470539076765,0
3,3,61146.0,61142.0,0,0,4.3450513717052175,0,0,0,0,0.02101331822029063,0
3,3,61228.0,61228.0,0,0,3.9246112820139434,0,0,0,0,0.01401641465092094,0
3,3,61256.0,61260.0,0,0,4.341967708165566,0,0,0,0,0.02102612151737653,0
3,3,61256.0,61246.0,0,0,4.199828041124556,0,0,0,0,0.01500332956839716,0
3,3,61248.0,61262.0,0,0,3.9225021822943185,0,0,0,0,0.014021034115407135,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61170.0,61160.0,1,0,4.349201534733441,0,0,0,0,0.020996702876478774,0
3,3,60282.0,60292.0,0,0,3.9678552214162472,0,0,0,0,0.013907523518796022,0
3,3,60228.0,60216.0,0,0,4.383843029457618,0,0,0,0,0.020845414470906615,0
3,3,61062.0,61056.0,0,0,3.9350448836316434,0,0,0,0,0.013996539538419698,0
3,3,61284.0,61300.0,0,0,3.923884613285301,0,0,0,0,0.014022157897113629,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61166.0,61158.0,0,0,4.345865957160178,0,0,0,0,0.020977960603262687,0
3,3,60592.0,60590.0,0,0,5.3427266705916985,0,0,0,0,0.018875609972854188,0
3,3,60498.0,60510.0,0,0,4.370955367323668,0,0,0,0,0.020931684468723386,0
3,3,60730.0,60720.0,0,0,3.950292867004141,0,0,0,0,0.013947574969778297,0
3,3,61176.0,61182.0,0,0,3.92754624482878,0,0,0,0,0.014008340553048391,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61170.0,61166.0,0,0,4.345421477593863,0,0,0,0,0.020999699322640893,0
3,3,60886.0,60884.0,0,0,3.9386825908558025,0,0,0,0,0.01398513822737233,0
3,3,58870.0,58876.0,0,0,4.10063305978898,0,0,0,0,0.013648505492666302,0
3,3,60356.0,60360.0,0,0,4.393134584024228,0,0,0,0,0.020847029792763358,0
3,3,61210.0,61200.0,0,0,4.20310439059938,0,0,0,0,0.01500001188393672,0
3,3,61188.0,61192.0,1,0,4.346780021253984,0,0,0,0,0.021011904875098887,0
3,3,0.0,0.0,1,0,0,0,0,0,0,0,0
3,3,61168.0,61176.0,0,0,3.9267823567993,0,0,0,0,0.014014217678003682,0
3,3,60290.0,60290.0,0,0,3.9772617274758,0,0,0,0,0.013892320584421018,0
3,3,58962.0,58952.0,0,0,4.492382840714356,0,0,0,0,0.020624880559168494,0
3,3,61184.0,61192.0,0,0,3.9255011472484242,0,0,0,0,0.0140162814491869,0
3,3,61548.0,61542.0,0,0,11.450122407526191,0,0,0,0,0.04177669645131791,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61186.0,61176.0,0,0,4.3460390852278845,0,0,0,0,0.020977500325580246,0
3,3,60398.0,60388.0,0,0,4.244140817422545,0,0,0,0,0.014896066187652069,0
3,3,61008.0,61016.0,0,0,3.9345996050899514,0,0,0,0,0.013989591690176724,0
3,3,61190.0,61204.0,0,0,4.344019779332615,0,0,0,0,0.02098298015679171,0
3,3,61180.0,61176.0,0,0,3.9304608563974384,0,0,0,0,0.014012783469438612,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61176.0,61176.0,0,0,3.9247965703675383,0,0,0,0,0.014026295840468037,0
3,3,61154.0,61162.0,0,0,4.344674721189591,0,0,0,0,0.020978719199349512,0
3,3,61232.0,61226.0,0,0,3.925221388777628,0,0,0,0,0.014016639410535561,0
3,3,61242.0,61226.0,0,0,4.342913912622924,0,0,0,0,0.021016772324280543,0
3,3,61254.0,61266.0,0,0,5.293568512167238,0,0,0,0,0.01896518479823254,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61104.0,61104.0,0,0,3.9302249917886205,0,0,0,0,0.01400367481033237,0
3,3,61246.0,61254.0,0,0,4.342790750762041,0,0,0,0,0.021033736578952373,0
3,3,61230.0,61214.0,0,0,3.926411213931798,0,0,0,0,0.014016641321525834,0
3,3,61208.0,61222.0,0,0,3.9228523874488404,0,0,0,0,0.014024089750087482,0
3,3,61180.0,61160.0,0,0,4.3467978117103065,0,0,0,0,0.02102938168236901,0
3,3,61230.0,61246.0,0,0,3.9233393974676174,0,0,0,0,0.014021484969196838,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61188.0,61182.0,0,0,4.347348719051587,0,0,0,0,0.021033892382824385,0
3,3,61236.0,61240.0,0,0,4.197906748377006,0,0,0,0,0.015005377063975152,0
3,3,64902.0,64882.0,0,0,4.67293716529196,0,0,0,0,0.017640591018143935,0
3,3,61218.0,61246.0,0,0,4.344804802385077,0,0,0,0,0.02103226999300359,0
3,3,61278.0,61268.0,0,0,3.9250799082602206,0,0,0,0,0.014022609038385469,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61222.0,61224.0,0,0,3.928488543774266,0,0,0,0,0.014015115739772243,0
3,3,61206.0,61208.0,0,0,4.343166821467512,0,0,0,0,0.020980318281050327,0
3,3,61176.0,61174.0,0,0,3.9301264160236413,0,0,0,0,0.014007667515972011,0
3,3,61178.0,61180.0,0,0,4.348368587373092,0,0,0,0,0.02102437662809933,0
3,3,61248.0,61244.0,0,0,4.197892095357591,0,0,0,0,0.015006783301268402,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61196.0,61200.0,0,0,3.9273547740524775,0,0,0,0,0.014018482763425193,0
3,3,0.0,0.0,0,0,0,0,0,0,0,0,0
3,3,61214.0,61216.0,0,0,4.34526918271104,0,0,0,0,0.021035151494689267,0
