vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,cpuLatestTotalMaxPct,cpuLatestTotalAvgPct,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious,portTotalBandwidthMBPS,totalsGt32msPct
54,54,0.0,0.0,17,11,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,3.9251262E7,3.926473E7,4,2,60.62438616084883,0.061572265625000004,0,0,0.061572265625000004,96.12044324081938,0.12
54,54,0.0,0.0,4,2,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,4.2004814E7,4.199041E7,16,13,61.41119222419848,0.061572265625000004,0,0,0.061572265625000004,98.48463603190837,0.26
54,54,0.0,0.0,16,13,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,5.7832838E7,5.7842174E7,8,7,55.91009660838609,0.061572265625000004,0,0,0.061572265625000004,129.53410642093905,0.57
54,54,0.0,0.0,8,7,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,0.0,0.0,8,7,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,6.094102E7,6.0934308E7,12,10,50.376933045713116,0.061572265625000004,0,0,0.061572265625000004,129.90296538610295,0.48
54,54,0.0,0.0,12,10,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,5.3872396E7,5.3874662E7,4,2,55.73667023700061,0.061572265625000004,0,0,0.061572265625000004,117.26558498483821,0.27
54,54,0.0,0.0,4,2,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,3.8364928E7,3.8378152E7,12,10,21.96042763299877,0.061572265625000004,0,0,0.061572265625000004,157.46230064596008,0.32
54,54,4.3596288E7,4.3583834E7,15,12,51.022845225998665,0.061572265625000004,0,0,0.061572265625000004,106.16772356223545,0.40
54,54,6.0262822E7,6.0257914E7,6,4,54.23211703299491,0.061572265625000004,0,0,0.061572265625000004,130.54779451138072,0.37
54,54,6.0897604E7,6.0886298E7,10,8,50.7171526350771,0.061572265625000004,0,0,0.061572265625000004,133.3868898178418,0.46
54,54,5.3331192E7,5.329408E7,5,4,53.33356344168152,0.061572265625000004,0,0,0.061572265625000004,115.88352866574685,0.31
54,54,0.0,0.0,5,4,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,3.8324686E7,3.8379146E7,11,9,35.672651066919784,0.061572265625000004,0,0,0.061572265625000004,113.24313738169016,0.50
54,54,4.550297E7,4.5495916E7,15,12,45.67710165977238,0.061572265625000004,0,0,0.061572265625000004,110.07083269496164,0.36
54,54,6.2308244E7,6.2317552E7,10,9,45.933540420371756,0.061572265625000004,0,0,0.061572265625000004,144.55660786323796,0.41
54,54,0.0,0.0,10,9,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,6.413595E7,6.4121458E7,18,15,35.508361957748136,0.061572265625000004,0,0,0.061572265625000004,153.001937287455,0.44
54,54,5.4550342E7,5.4571112E7,5,4,31.13026636115251,0.061572265625000004,0,0,0.061572265625000004,150.53953592826113,0.31
54,54,4.2492118E7,4.2428726E7,10,8,20.96332252781567,0.061572265625000004,0,0,0.061572265625000004,166.41818207330277,0.24
54,54,4.28009E7,4.2852076E7,12,10,59.06489623596719,0.061572265625000004,0,0,0.061572265625000004,96.77239559666279,0.21
54,54,5.6233438E7,5.6232818E7,5,4,52.76753260537904,0.061572265625000004,0,0,0.061572265625000004,120.83749261890588,0.28
54,54,0.0,0.0,5,4,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,5.3489254E7,5.3495872E7,18,12,51.4876125373506,0.061572265625000004,0,0,0.061572265625000004,120.11649420170238,0.26
54,54,4.8370874E7,4.8362024E7,4,2,56.30948824180886,0.061572265625000004,0,0,0.061572265625000004,103.85707942790474,0.12
54,54,3.6853446E7,3.6870714E7,23,18,20.938425421062174,0.061572265625000004,0,0,0.061572265625000004,161.11462933709464,0.52
54,54,0.0,0.0,23,18,0,0.061572265625000004,0,0,0.061572265625000004,0,0
54,54,4.3064492E7,4.3059612E7,11,8,56.50255459580536,0.061572265625000004,0,0,0.061572265625000004,95.11761633580407,0.32
54,54,4.8542406E7,4.8535066E7,6,4,55.127022899184595,0.061572265625000004,0,0,0.061572265625000004,110.6830279344835,0.26
54,54,5.2062322E7,5.2062538E7,5,3,52.290587383263826,0.061572265625000004,0,0,0.061572265625000004,115.08495482349203,0.30
54,54,4.6984246E7,4.6995312E7,10,7,58.7947184260634,0.061572265625000004,0,0,0.061572265625000004,103.57339859137308,0.13
