vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,cpuLatestTotalMaxPct,cpuLatestTotalAvgPct,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious,portTotalBandwidthMBPS,totalsGt32msPct
771,771,1.055219E8,1.05309608E8,32,11,100.77773572985318,38.6521484375,0,0,38.6521484375,1201.2548159177725,0.41
771,771,1.7302624E8,1.7326685E8,34,12,50.962934960877085,38.6521484375,0,0,38.6521484375,598.7083305718652,0.78
771,771,7.862305E7,7.8337386E7,33,11,83.49016655498767,38.6521484375,0,0,38.6521484375,835.9442231202722,0.002
771,771,8.9307958E7,8.9559324E7,28,9,119.44404880627599,38.6521484375,0,0,38.6521484375,1023.847123809559,1.2
771,771,0.0,0.0,28,9,0,38.6521484375,0,0,38.6521484375,0,0
771,771,6.9254778E7,6.9201962E7,5,3,56.411128130495996,38.6927734375,0,0,38.6521484375,399.0743787089759,0.10
771,771,1.83222834E8,1.83259624E8,15,7,52.85642396980192,38.6927734375,0,0,38.6927734375,551.5939605179107,0.001
771,771,8.5329806E7,8.5279206E7,30,10,124.44854738384468,38.6927734375,0,0,38.6927734375,1170.0877214622685,0.003
771,771,5.423456E7,5.424375E7,27,8,75.56432002078262,38.6927734375,0,0,38.6927734375,513.1452243271897,0.02
771,771,0.0,0.0,27,8,0,38.6927734375,0,0,38.6927734375,0,0
771,771,6.2899734E7,6.300058E7,24,8,87.74952188395429,38.7943359375,0,0,38.6927734375,497.88267618254275,0.04
771,771,1.27388192E8,1.2734928E8,24,9,95.24017976350419,38.7943359375,0,0,38.7943359375,704.8912993919131,0.05
771,771,6.3728036E7,6.3711708E7,33,10,79.67279914516926,38.7943359375,0,0,38.7943359375,435.55912526020745,0.71
771,771,8.5691602E7,8.5672802E7,13,6,84.50134890604312,38.7943359375,0,0,38.7943359375,592.4107350285753,0.35
771,771,0.0,0.0,13,6,0,38.7943359375,0,0,38.7943359375,0,0
771,771,6.8311522E7,6.8367524E7,23,9,114.4418160400084,39.289453125,0,0,38.7943359375,947.7602401227806,0.01
771,771,2.42246224E8,2.4226251E8,6,3,50.066600297417665,39.289453125,0,0,39.289453125,502.90948928096157,0.30
771,771,8.8278296E7,8.822458E7,20,11,105.51235826512593,39.289453125,0,0,39.289453125,1313.586599904309,0.99
771,771,8.4777174E7,8.4807546E7,31,11,102.58913744103278,39.289453125,0,0,39.289453125,1113.2437521126305,0.06
771,771,0.0,0.0,31,11,0,39.289453125,0,0,39.289453125,0,0
771,771,1.0430256E8,1.0427391E8,33,11,97.65262555332477,39.289453125,0,0,39.289453125,1192.7791774601878,0.43
